Unit: USD,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Household Expenditures,34379380781,0,0,83887824.08,387472.6285,1.06946E+11,32142501297,609591312.9,3803140717,23895437002,15424344795,16816380813,4180151585,1057994012,0,362975730.9,595340947.7,3788707362,14005391895,7338247244,2324932639,26983400116,4374275372,12301674747,0,21588837933,6881682131,156248337.5,1.1012E+11,51994564552,46787029292,3037301067,26792472978,344753771.2,83975489762,1.16612E+11,7969827628,9768669306,25547620291,95340352562,19686224970,18051090478
