Unit: USD,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Government Expenditures,1958383533,31675887.38,0,3487253.657,757315252.5,1440623233,170875429.2,23538962.18,86697000.64,37487976.81,2859886412,6989958410,68679523.41,38204801.17,9551200.294,133725585.6,13029672.44,57442817.18,21117258.26,38650394.7,28285501.88,61511279.78,2082665378,77591393.87,0,236308888,357008574.4,44559352.28,7064885304,5348865901,48724683.04,18211213.54,39522208.11,19761104.06,3088738058,7669052000,9711613962,1.90558E+11,90727684656,4526261510,7232176612,0
