Unit: MW,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BAU Grid Battery Storage Capacity,0,0,0,0,2428.5714285714,4857.1428571429,7285.7142857143,9714.2857142857,12142.8571428571,14571.4285714286,17000,17544,18105.408,18414.2949048987,18714.6284430695,19015.7897264075,19314.6057317718,19603.2128800738,19896.9244569069,20170.4942346711,20448.3406957993,20713.3571068356,20986.9268845998,21258.8411720296,21536.8255906857,21797.1514457745,22017.3316602534,22245.5134113488,22464.314050549,22692.0819290607,22909.778908038
